Fato;Categoria
Ameaça;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Ameaça;Atos infracionais contra a Liberdade Individual
Art 173 do CP;Atos infracionais contra o Patrimônio
Art 163 a 165  do CP;Atos infracionais contra o Patrimônio
Art 163 a 165  do CP;Atos infracionais contra o Patrimônio
Art 163 a 165  do CP;Atos infracionais contra o Patrimônio
Art 163 a 165  do CP;Atos infracionais contra o Patrimônio
Art 172 do CP;Atos infracionais contra o Patrimônio
Art 161 § 2° do CP;Atos infracionais contra o Patrimônio
Art 171 do CP;Atos infracionais contra o Patrimônio
Art 171 do CP;Atos infracionais contra o Patrimônio
Art 171 c/c Art 14, inciso II do CP;Atos infracionais contra o Patrimônio
Art 158 e 160 do CP;Atos infracionais contra o Patrimônio
Art 158 e 160 do CP;Atos infracionais contra o Patrimônio
Art 158 e 160  c/c Art 14, II do CP;Atos infracionais contra o Patrimônio
Art 158 e 160 do CP;Atos infracionais contra o Patrimônio
Art 159 do CP;Atos infracionais contra o Patrimônio
Art  174, 175, 176, 177, e 179 do CP;Atos infracionais contra o Patrimônio
Art  174, 175, 176, 177, e 179 do CP;Atos infracionais contra o Patrimônio
Art  174, 175, 176, 177, e 179 do CP;Atos infracionais contra o Patrimônio
Art  174, 175, 176, 177, e 179 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 c/c Art 14, II do CP;Atos infracionais contra o Patrimônio
Art 155 c/c Art 14, II do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art 155 do CP;Atos infracionais contra o Patrimônio
Art  174, 175, 176, 177, e 179 do CP;Atos infracionais contra o Patrimônio
Art 163 a 165  do CP;Atos infracionais contra o Patrimônio
Art 161 e 162 do CP;Atos infracionais contra o Patrimônio
Art 161 e 162 do CP;Atos infracionais contra o Patrimônio
Art 161 e 162 do CP;Atos infracionais contra o Patrimônio
Art 157, § 3° do CP;Atos infracionais contra o Patrimônio
Art 157, § 3° c/c Art 14, II do CP;Atos infracionais contra o Patrimônio
Art 157, § 3° c/c Art 14, II do CP;Atos infracionais contra o Patrimônio
Art 180 do CP;Atos infracionais contra o Patrimônio
Art 180 do CP;Atos infracionais contra o Patrimônio
Art 157 do CP;Atos infracionais contra o Patrimônio
Art 157 do CP;Atos infracionais contra o Patrimônio
Art 157 c/c Art 14, II do CP;Atos infracionais contra o Patrimônio
Art 157 c/c Art 14, II do CP;Atos infracionais contra o Patrimônio
Art 157 do CP;Atos infracionais contra o Patrimônio
Art 157 do CP;Atos infracionais contra o Patrimônio
Art 157 do CP;Atos infracionais contra o Patrimônio
Art 157 do CP;Atos infracionais contra o Patrimônio
Art 157 do CP;Atos infracionais contra o Patrimônio
Art 157 do CP;Atos infracionais contra o Patrimônio
Art 159 do CP;Atos infracionais contra o Patrimônio
Art 161 e 162 do CP;Atos infracionais contra o Patrimônio
Art 161 e 162 do CP;Atos infracionais contra o Patrimônio
Art 166 do CP;Atos infracionais contra o Patrimônio
Art 163 e 164  do CP;Atos infracionais contra o Patrimônio
Art 168, 168-A e 169 do CP;Atos infracionais contra o Patrimônio
Art 168, 168-A e 169 do CP;Atos infracionais contra o Patrimônio
Art 168, 168-A e 169 do CP;Atos infracionais contra o Patrimônio
Art 163 a 165  do CP;Atos infracionais contra o Patrimônio
Art 163 a 165  do CP;Atos infracionais contra o Patrimônio
Art 150 do CP;Atos infracionais contra o Patrimônio
Art 184 do CP;Atos infracionais contra o Patrimônio
Abuso de incapazes;Atos infracionais contra o Patrimônio
Dano contra o patrimônio público;Atos infracionais contra o Patrimônio
Dano em coisa de valor artístico, arqueológico ou histórico;Atos infracionais contra o Patrimônio
Dano simples;Atos infracionais contra o Patrimônio
Dano Qualificado;Atos infracionais contra o Patrimônio
Duplicata simulada;Atos infracionais contra o Patrimônio
Esbulho possessório;Atos infracionais contra o Patrimônio
Estelionato;Atos infracionais contra o Patrimônio
Estelionato - compra de mercadoria - chute;Atos infracionais contra o Patrimônio
Estelionato - Tentativa;Atos infracionais contra o Patrimônio
Extorsão;Atos infracionais contra o Patrimônio
Extorsão contra menor;Atos infracionais contra o Patrimônio
Extorsão - Tentativa;Atos infracionais contra o Patrimônio
Extorsão indireta;Atos infracionais contra o Patrimônio
Extorsão mediante sequestro;Atos infracionais contra o Patrimônio
Fraude - Outras;Atos infracionais contra o Patrimônio
Fraude à execução;Atos infracionais contra o Patrimônio
Fraude no comércio;Atos infracionais contra o Patrimônio
Fraudes e abusos na fundação/administração de sociedades;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto de eletroeletrônicos;Atos infracionais contra o Patrimônio
Furto a banco;Atos infracionais contra o Patrimônio
Tentativa de Furto;Atos infracionais contra o Patrimônio
Furto - Tentativa;Atos infracionais contra o Patrimônio
Furto de veículo;Atos infracionais contra o Patrimônio
Furto em veículo;Atos infracionais contra o Patrimônio
Furto de telefone celular;Atos infracionais contra o Patrimônio
Furto de bicicleta;Atos infracionais contra o Patrimônio
Furto - Outros;Atos infracionais contra o Patrimônio
Furto em transporte coletivo;Atos infracionais contra o Patrimônio
Furto de motocicleta;Atos infracionais contra o Patrimônio
Furto em residência;Atos infracionais contra o Patrimônio
Furto - Punguista;Atos infracionais contra o Patrimônio
Furto em comércio;Atos infracionais contra o Patrimônio
Furto de documento;Atos infracionais contra o Patrimônio
Induzimento à especulação;Atos infracionais contra o Patrimônio
Introdução ou abandono de animais em propriedade alheia;Atos infracionais contra o Patrimônio
Invasão de propriedade;Atos infracionais contra o Patrimônio
Alteração de limites;Atos infracionais contra o Patrimônio
Invasão de terreno/lote/fazenda ou área aberta sem morador;Atos infracionais contra o Patrimônio
Latrocínio - Nº de vítimas;Atos infracionais contra o Patrimônio
Latrocínio - Tentado;Atos infracionais contra o Patrimônio
Latrocínio - Tentativa;Atos infracionais contra o Patrimônio
Receptação;Atos infracionais contra o Patrimônio
Receptação qualificada;Atos infracionais contra o Patrimônio
Roubo;Atos infracionais contra o Patrimônio
Roubo de motocicleta;Atos infracionais contra o Patrimônio
Tentativa de Roubo;Atos infracionais contra o Patrimônio
Roubo - Tentativa;Atos infracionais contra o Patrimônio
Roubo de veículo;Atos infracionais contra o Patrimônio
Roubo a transeunte;Atos infracionais contra o Patrimônio
Roubo de  automóvel/camioneta;Atos infracionais contra o Patrimônio
Roubo em veículo;Atos infracionais contra o Patrimônio
Roubo em residência;Atos infracionais contra o Patrimônio
Roubo em comércio;Atos infracionais contra o Patrimônio
Sequestro relâmpago - Extorsão;Atos infracionais contra o Patrimônio
Supressão ou alteração de marca em animais;Atos infracionais contra o Patrimônio
Usurpação de águas;Atos infracionais contra o Patrimônio
Alteração de local especialmente protegido;Atos infracionais contra o Patrimônio
Vandalismo;Atos infracionais contra o Patrimônio
Apropriação de coisa havido por erro, tesouro ou coisa achada;Atos infracionais contra o Patrimônio
Apropriação indébita;Atos infracionais contra o Patrimônio
Apropriação indébita previdenciária;Atos infracionais contra o Patrimônio
Dano;Atos infracionais contra o Patrimônio
Dano (Violência doméstica);Atos infracionais contra o Patrimônio
Violação de domicílio;Atos infracionais contra o Patrimônio
Violação de direito autoral;Atos infracionais contra o Patrimônio
Abuso de incapazes;Atos infracionais contra o Patrimônio
Dano ou Vandalismo;Atos infracionais contra o Patrimônio
Dano ou Vandalismo;Atos infracionais contra o Patrimônio
Dano ou Vandalismo;Atos infracionais contra o Patrimônio
Dano ou Vandalismo;Atos infracionais contra o Patrimônio
Duplicata simulada;Atos infracionais contra o Patrimônio
Duplicata simulada;Atos infracionais contra o Patrimônio
Estelionato;Atos infracionais contra o Patrimônio
Estelionato;Atos infracionais contra o Patrimônio
Tentativa de Estelionato;Atos infracionais contra o Patrimônio
Extorsão;Atos infracionais contra o Patrimônio
Extorsão;Atos infracionais contra o Patrimônio
Tentativa de Extorsão;Atos infracionais contra o Patrimônio
Extorsão;Atos infracionais contra o Patrimônio
Extorsão mediante sequestro;Atos infracionais contra o Patrimônio
Fraudes  ;Atos infracionais contra o Patrimônio
Fraudes  ;Atos infracionais contra o Patrimônio
Fraudes  ;Atos infracionais contra o Patrimônio
Fraudes  ;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Tentativa de Furto;Atos infracionais contra o Patrimônio
Tentativa de Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
Furto;Atos infracionais contra o Patrimônio
